arabic_word,normalized_arabic,phonetic_word,simple_latin
لَهُم,لهم,lahum,lhm
مَّا,ما,ma,ma
ٱسْتَطَعْتُم,استطعتم,istataAAtum,asttatm
مِّن,من,min,mn
قُوَّةٍ,قوه,quwwatin,qwh
وَمِن,ومن,wamin,wmn
رِّبَاطِ,رباط,ribati,rbat
ٱلْخَيْلِ,الخيل,alkhayli,alkhyl
تُرْهِبُونَ,ترهبون,turhiboona,trhbwn
بِهِ,به,bihi,bh
عَدُوَّ,عدو,AAaduwwa,adw
ٱللَّهِ,الله,Allahi,allh
وَعَدُوَّكُمْ,وعدوكم,waAAaduwwakum,wadwkm
وَءَاخَرِينَ,وءاخرين,waakhareena,waakhryn
مِن,من,min,mn
دُونِهِمْ,دونهم,doonihim,dwnhm
لَا,لا,la,la
تَعْلَمُونَهُمُ,تعلمونهم,taAAlamoonahumu,talmwnhm
ٱللَّهُ,الله,Allahu,allh
يَعْلَمُهُمْ,يعلمهم,yaAAlamuhum,yalmhm
وَمَا,وما,wama,wma
تُنفِقُوا,تنفقوا,tunfiqoo,tnfqwa
مِن,من,min,mn
شَىْءٍ,شيء,shayin,shya
فِى,في,fee,fy
سَبِيلِ,سبيل,sabeeli,sbyl
ٱللَّهِ,الله,Allahi,allh
يُوَفَّ,يوف,yuwaffa,ywf
إِلَيْكُمْ,اليكم,ilaykum,alykm
وَأَنتُمْ,وانتم,waantum,wantm
لَا,لا,la,la
تُظْلَمُونَ,تظلمون,tuthlamoona,tzlmwn
وَإِن,وان,Wain,wan
جَنَحُوا,جنحوا,janahoo,jnhwa
لِلسَّلْمِ,للسلم,lilssalmi,llslm
فَٱجْنَحْ,فاجنح,faijnah,fajnh
لَهَا,لها,laha,lha
وَتَوَكَّلْ,وتوكل,watawakkal,wtwkl
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
إِنَّهُ,انه,innahu,anh
هُوَ,هو,huwa,hw
ٱلسَّمِيعُ,السميع,alssameeAAu,alsmya
ٱلْعَلِيمُ,العليم,alAAaleemu,alalym
وَإِن,وان,Wain,wan
يُرِيدُوٓا,يريدوا,yureedoo,yrydwa
أَن,ان,an,an
يَخْدَعُوكَ,يخدعوك,yakhdaAAooka,ykhdawk
فَإِنَّ,فان,fainna,fan
حَسْبَكَ,حسبك,hasbaka,hsbk
ٱللَّهُ,الله,Allahu,allh
هُوَ,هو,huwa,hw
ٱلَّذِىٓ,الذي,allathee,aldhy
أَيَّدَكَ,ايدك,ayyadaka,aydk
بِنَصْرِهِ,بنصره,binasrihi,bnsrh
وَبِٱلْمُؤْمِنِينَ,وبالمومنين,wabialmumineena,wbalmwmnyn
وَأَلَّفَ,والف,Waallafa,walf
بَيْنَ,بين,bayna,byn
قُلُوبِهِمْ,قلوبهم,quloobihim,qlwbhm
لَوْ,لو,law,lw
أَنفَقْتَ,انفقت,anfaqta,anfqt
مَا,ما,ma,ma
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
جَمِيعًا,جميعا,jameeAAan,jmyaa
مَّآ,ما,ma,ma
أَلَّفْتَ,الفت,allafta,alft
بَيْنَ,بين,bayna,byn
قُلُوبِهِمْ,قلوبهم,quloobihim,qlwbhm
وَلَٰكِنَّ,ولاكن,walakinna,wlakn
ٱللَّهَ,الله,Allaha,allh
أَلَّفَ,الف,allafa,alf
بَيْنَهُمْ,بينهم,baynahum,bynhm
إِنَّهُ,انه,innahu,anh
عَزِيزٌ,عزيز,AAazeezun,azyz
حَكِيمٌ,حكيم,hakeemun,hkym
ٱلْـَٰٔنَ,الان,Alana,alan
خَفَّفَ,خفف,khaffafa,khff
ٱللَّهُ,الله,Allahu,allh
عَنكُمْ,عنكم,AAankum,ankm
وَعَلِمَ,وعلم,waAAalima,walm
أَنَّ,ان,anna,an
فِيكُمْ,فيكم,feekum,fykm
ضَعْفًا,ضعفا,daAAfan,dafa
فَإِن,فان,fain,fan
يَكُن,يكن,yakun,ykn
مِّنكُم,منكم,minkum,mnkm
مِّائَةٌ,مايه,miatun,mayh
صَابِرَةٌ,صابره,sabiratun,sabrh
يَغْلِبُوا,يغلبوا,yaghliboo,yghlbwa
مِائَتَيْنِ,مايتين,miatayni,maytyn
وَإِن,وان,wain,wan
يَكُن,يكن,yakun,ykn
مِّنكُمْ,منكم,minkum,mnkm
أَلْفٌ,الف,alfun,alf
يَغْلِبُوٓا,يغلبوا,yaghliboo,yghlbwa
أَلْفَيْنِ,الفين,alfayni,alfyn
بِإِذْنِ,باذن,biithni,badhn
ٱللَّهِ,الله,Allahi,allh
وَٱللَّهُ,والله,waAllahu,wallh
مَعَ,مع,maAAa,ma
ٱلصَّٰبِرِينَ,الصابرين,alssabireena,alsabryn
مَا,ما,Ma,ma
كَانَ,كان,kana,kan
لِنَبِىٍّ,لنبي,linabiyyin,lnby
أَن,ان,an,an
يَكُونَ,يكون,yakoona,ykwn
لَهُٓ,له,lahu,lh
أَسْرَىٰ,اسريا,asra,asrya
حَتَّىٰ,حتيا,hatta,htya
يُثْخِنَ,يثخن,yuthkhina,ythkhn
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
تُرِيدُونَ,تريدون,tureedoona,trydwn
عَرَضَ,عرض,AAarada,ard
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
وَٱللَّهُ,والله,waAllahu,wallh
يُرِيدُ,يريد,yureedu,yryd
ٱلْءَاخِرَةَ,الءاخره,alakhirata,alaakhrh
وَٱللَّهُ,والله,waAllahu,wallh
عَزِيزٌ,عزيز,AAazeezun,azyz
حَكِيمٌ,حكيم,hakeemun,hkym
لَّوْلَا,لولا,Lawla,lwla
كِتَٰبٌ,كتاب,kitabun,ktab
مِّنَ,من,mina,mn
ٱللَّهِ,الله,Allahi,allh
سَبَقَ,سبق,sabaqa,sbq
لَمَسَّكُمْ,لمسكم,lamassakum,lmskm
فِيمَآ,فيما,feema,fyma
أَخَذْتُمْ,اخذتم,akhathtum,akhdhtm
عَذَابٌ,عذاب,AAathabun,adhab
عَظِيمٌ,عظيم,AAatheemun,azym
فَكُلُوا,فكلوا,Fakuloo,fklwa
مِمَّا,مما,mimma,mma
غَنِمْتُمْ,غنمتم,ghanimtum,ghnmtm
حَلَٰلًا,حلالا,halalan,hlala
طَيِّبًا,طيبا,tayyiban,tyba
وَٱتَّقُوا,واتقوا,waittaqoo,watqwa
ٱللَّهَ,الله,Allaha,allh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
غَفُورٌ,غفور,ghafoorun,ghfwr
رَّحِيمٌ,رحيم,raheemun,rhym
وَإِن,وان,Wain,wan
يُرِيدُوا,يريدوا,yureedoo,yrydwa
خِيَانَتَكَ,خيانتك,khiyanataka,khyantk
فَقَدْ,فقد,faqad,fqd
خَانُوا,خانوا,khanoo,khanwa
ٱللَّهَ,الله,Allaha,allh
مِن,من,min,mn
قَبْلُ,قبل,qablu,qbl
فَأَمْكَنَ,فامكن,faamkana,famkn
مِنْهُمْ,منهم,minhum,mnhm
وَٱللَّهُ,والله,waAllahu,wallh
عَلِيمٌ,عليم,AAaleemun,alym
حَكِيمٌ,حكيم,hakeemun,hkym
إِنَّ,ان,Inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَهَاجَرُوا,وهاجروا,wahajaroo,whajrwa
وَجَٰهَدُوا,وجاهدوا,wajahadoo,wjahdwa
بِأَمْوَٰلِهِمْ,باموالهم,biamwalihim,bamwalhm
وَأَنفُسِهِمْ,وانفسهم,waanfusihim,wanfshm
فِى,في,fee,fy
سَبِيلِ,سبيل,sabeeli,sbyl
ٱللَّهِ,الله,Allahi,allh
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
ءَاوَوا,ءاووا,awaw,aawwa
وَّنَصَرُوٓا,ونصروا,wanasaroo,wnsrwa
أُولَٰٓئِكَ,اولايك,olaika,awlayk
بَعْضُهُمْ,بعضهم,baAAduhum,badhm
أَوْلِيَآءُ,اولياء,awliyao,awlyaa
بَعْضٍ,بعض,baAAdin,bad
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَلَمْ,ولم,walam,wlm
يُهَاجِرُوا,يهاجروا,yuhajiroo,yhajrwa
مَا,ما,ma,ma
لَكُم,لكم,lakum,lkm
مِّن,من,min,mn
وَلَٰيَتِهِم,ولايتهم,walayatihim,wlaythm
مِّن,من,min,mn
شَىْءٍ,شيء,shayin,shya
حَتَّىٰ,حتيا,hatta,htya
يُهَاجِرُوا,يهاجروا,yuhajiroo,yhajrwa
وَإِنِ,وان,waini,wan
ٱسْتَنصَرُوكُمْ,استنصروكم,istansarookum,astnsrwkm
فِى,في,fee,fy
ٱلدِّينِ,الدين,alddeeni,aldyn
فَعَلَيْكُمُ,فعليكم,faAAalaykumu,falykm
ٱلنَّصْرُ,النصر,alnnasru,alnsr
إِلَّا,الا,illa,ala
عَلَىٰ,عليا,AAala,alya
قَوْمٍ,قوم,qawmin,qwm
بَيْنَكُمْ,بينكم,baynakum,bynkm
وَبَيْنَهُم,وبينهم,wabaynahum,wbynhm
مِّيثَٰقٌ,ميثاق,meethaqun,mythaq
وَٱللَّهُ,والله,waAllahu,wallh
بِمَا,بما,bima,bma
تَعْمَلُونَ,تعملون,taAAmaloona,tamlwn
بَصِيرٌ,بصير,baseerun,bsyr
وَٱلَّذِينَ,والذين,Waallatheena,waldhyn
كَفَرُوا,كفروا,kafaroo,kfrwa
بَعْضُهُمْ,بعضهم,baAAduhum,badhm
أَوْلِيَآءُ,اولياء,awliyao,awlyaa
بَعْضٍ,بعض,baAAdin,bad
إِلَّا,الا,illa,ala
تَفْعَلُوهُ,تفعلوه,tafAAaloohu,tfalwh
تَكُن,تكن,takun,tkn
فِتْنَةٌ,فتنه,fitnatun,ftnh
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَفَسَادٌ,وفساد,wafasadun,wfsad
كَبِيرٌ,كبير,kabeerun,kbyr
وَٱلَّذِينَ,والذين,Waallatheena,waldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَهَاجَرُوا,وهاجروا,wahajaroo,whajrwa
وَجَٰهَدُوا,وجاهدوا,wajahadoo,wjahdwa
فِى,في,fee,fy
سَبِيلِ,سبيل,sabeeli,sbyl
ٱللَّهِ,الله,Allahi,allh
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
ءَاوَوا,ءاووا,awaw,aawwa
وَّنَصَرُوٓا,ونصروا,wanasaroo,wnsrwa
أُولَٰٓئِكَ,اولايك,olaika,awlayk
هُمُ,هم,humu,hm
ٱلْمُؤْمِنُونَ,المومنون,almuminoona,almwmnwn
حَقًّا,حقا,haqqan,hqa
لَّهُم,لهم,lahum,lhm
مَّغْفِرَةٌ,مغفره,maghfiratun,mghfrh
وَرِزْقٌ,ورزق,warizqun,wrzq
كَرِيمٌ,كريم,kareemun,krym
وَٱلَّذِينَ,والذين,Waallatheena,waldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
مِن,من,min,mn
بَعْدُ,بعد,baAAdu,bad
وَهَاجَرُوا,وهاجروا,wahajaroo,whajrwa
وَجَٰهَدُوا,وجاهدوا,wajahadoo,wjahdwa
مَعَكُمْ,معكم,maAAakum,makm
فَأُولَٰٓئِكَ,فاولايك,faolaika,fawlayk
مِنكُمْ,منكم,minkum,mnkm
وَأُولُوا,واولوا,waoloo,wawlwa
ٱلْأَرْحَامِ,الارحام,alarhami,alarham
بَعْضُهُمْ,بعضهم,baAAduhum,badhm
أَوْلَىٰ,اوليا,awla,awlya
بِبَعْضٍ,ببعض,bibaAAdin,bbad
فِى,في,fee,fy
كِتَٰبِ,كتاب,kitabi,ktab
ٱللَّهِ,الله,Allahi,allh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
بِكُلِّ,بكل,bikulli,bkl
شَىْءٍ,شيء,shayin,shya
عَلِيمٌ,عليم,AAaleemun,alym
فَسِيحُوا,فسيحوا,Faseehoo,fsyhwa
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
أَرْبَعَةَ,اربعه,arbaAAata,arbah
أَشْهُرٍ,اشهر,ashhurin,ashhr
وَٱعْلَمُوٓا,واعلموا,waiAAlamoo,waalmwa
أَنَّكُمْ,انكم,annakum,ankm
غَيْرُ,غير,ghayru,ghyr
مُعْجِزِى,معجزي,muAAjizee,majzy
ٱللَّهِ,الله,Allahi,allh
وَأَنَّ,وان,waanna,wan
ٱللَّهَ,الله,Allaha,allh
مُخْزِى,مخزي,mukhzee,mkhzy
ٱلْكَٰفِرِينَ,الكافرين,alkafireena,alkafryn
وَأَذَٰنٌ,واذان,Waathanun,wadhan
مِّنَ,من,mina,mn
ٱللَّهِ,الله,Allahi,allh
وَرَسُولِهِٓ,ورسوله,warasoolihi,wrswlh
إِلَى,الي,ila,aly
ٱلنَّاسِ,الناس,alnnasi,alnas
يَوْمَ,يوم,yawma,ywm
ٱلْحَجِّ,الحج,alhajji,alhj
ٱلْأَكْبَرِ,الاكبر,alakbari,alakbr
أَنَّ,ان,anna,an
ٱللَّهَ,الله,Allaha,allh
بَرِىٓءٌ,بريء,bareeon,brya
مِّنَ,من,mina,mn
ٱلْمُشْرِكِينَ,المشركين,almushrikeena,almshrkyn
وَرَسُولُهُ,ورسوله,warasooluhu,wrswlh
فَإِن,فان,fain,fan
تُبْتُمْ,تبتم,tubtum,tbtm
فَهُوَ,فهو,fahuwa,fhw
خَيْرٌ,خير,khayrun,khyr
لَّكُمْ,لكم,lakum,lkm
وَإِن,وان,wain,wan
تَوَلَّيْتُمْ,توليتم,tawallaytum,twlytm
فَٱعْلَمُوٓا,فاعلموا,faiAAlamoo,faalmwa
أَنَّكُمْ,انكم,annakum,ankm
غَيْرُ,غير,ghayru,ghyr
مُعْجِزِى,معجزي,muAAjizee,majzy
ٱللَّهِ,الله,Allahi,allh
وَبَشِّرِ,وبشر,wabashshiri,wbshr
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَفَرُوا,كفروا,kafaroo,kfrwa
بِعَذَابٍ,بعذاب,biAAathabin,badhab
أَلِيمٍ,اليم,aleemin,alym
إِلَّا,الا,Illa,ala
ٱلَّذِينَ,الذين,allatheena,aldhyn
عَٰهَدتُّم,عاهدتم,AAahadtum,aahdtm
مِّنَ,من,mina,mn
ٱلْمُشْرِكِينَ,المشركين,almushrikeena,almshrkyn
ثُمَّ,ثم,thumma,thm
لَمْ,لم,lam,lm
يَنقُصُوكُمْ,ينقصوكم,yanqusookum,ynqswkm
شَيْـًٔا,شيا,shayan,shya
وَلَمْ,ولم,walam,wlm
يُظَٰهِرُوا,يظاهروا,yuthahiroo,yzahrwa
عَلَيْكُمْ,عليكم,AAalaykum,alykm
أَحَدًا,احدا,ahadan,ahda
فَأَتِمُّوٓا,فاتموا,faatimmoo,fatmwa
إِلَيْهِمْ,اليهم,ilayhim,alyhm
عَهْدَهُمْ,عهدهم,AAahdahum,ahdhm
إِلَىٰ,اليا,ila,alya
مُدَّتِهِمْ,مدتهم,muddatihim,mdthm
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
يُحِبُّ,يحب,yuhibbu,yhb
ٱلْمُتَّقِينَ,المتقين,almuttaqeena,almtqyn
فَإِذَا,فاذا,Faitha,fadha
ٱنسَلَخَ,انسلخ,insalakha,anslkh
ٱلْأَشْهُرُ,الاشهر,alashhuru,alashhr
ٱلْحُرُمُ,الحرم,alhurumu,alhrm
فَٱقْتُلُوا,فاقتلوا,faoqtuloo,faqtlwa
ٱلْمُشْرِكِينَ,المشركين,almushrikeena,almshrkyn
حَيْثُ,حيث,haythu,hyth
وَجَدتُّمُوهُمْ,وجدتموهم,wajadtumoohum,wjdtmwhm
وَخُذُوهُمْ,وخذوهم,wakhuthoohum,wkhdhwhm
وَٱحْصُرُوهُمْ,واحصروهم,waohsuroohum,wahsrwhm
وَٱقْعُدُوا,واقعدوا,waoqAAudoo,waqadwa
لَهُمْ,لهم,lahum,lhm
كُلَّ,كل,kulla,kl
مَرْصَدٍ,مرصد,marsadin,mrsd
فَإِن,فان,fain,fan
تَابُوا,تابوا,taboo,tabwa
وَأَقَامُوا,واقاموا,waaqamoo,waqamwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَءَاتَوُا,وءاتوا,waatawoo,waatwa
ٱلزَّكَوٰةَ,الزكواه,alzzakata,alzkwah
فَخَلُّوا,فخلوا,fakhalloo,fkhlwa
سَبِيلَهُمْ,سبيلهم,sabeelahum,sbylhm
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
غَفُورٌ,غفور,ghafoorun,ghfwr
رَّحِيمٌ,رحيم,raheemun,rhym
وَإِنْ,وان,Wain,wan
أَحَدٌ,احد,ahadun,ahd
مِّنَ,من,mina,mn
ٱلْمُشْرِكِينَ,المشركين,almushrikeena,almshrkyn
ٱسْتَجَارَكَ,استجارك,istajaraka,astjark
فَأَجِرْهُ,فاجره,faajirhu,fajrh
حَتَّىٰ,حتيا,hatta,htya
يَسْمَعَ,يسمع,yasmaAAa,ysma
كَلَٰمَ,كلام,kalama,klam
ٱللَّهِ,الله,Allahi,allh
ثُمَّ,ثم,thumma,thm
أَبْلِغْهُ,ابلغه,ablighhu,ablghh
مَأْمَنَهُ,مامنه,mamanahu,mamnh
ذَٰلِكَ,ذالك,thalika,dhalk
بِأَنَّهُمْ,بانهم,biannahum,banhm
قَوْمٌ,قوم,qawmun,qwm
لَّا,لا,la,la
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
كَيْفَ,كيف,Kayfa,kyf
يَكُونُ,يكون,yakoonu,ykwn
لِلْمُشْرِكِينَ,للمشركين,lilmushrikeena,llmshrkyn
عَهْدٌ,عهد,AAahdun,ahd
عِندَ,عند,AAinda,and
ٱللَّهِ,الله,Allahi,allh
وَعِندَ,وعند,waAAinda,wand
رَسُولِهِٓ,رسوله,rasoolihi,rswlh
إِلَّا,الا,illa,ala
ٱلَّذِينَ,الذين,allatheena,aldhyn
عَٰهَدتُّمْ,عاهدتم,AAahadtum,aahdtm
عِندَ,عند,AAinda,and
ٱلْمَسْجِدِ,المسجد,almasjidi,almsjd
ٱلْحَرَامِ,الحرام,alharami,alhram
فَمَا,فما,fama,fma
ٱسْتَقَٰمُوا,استقاموا,istaqamoo,astqamwa
لَكُمْ,لكم,lakum,lkm
فَٱسْتَقِيمُوا,فاستقيموا,faistaqeemoo,fastqymwa
لَهُمْ,لهم,lahum,lhm
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
يُحِبُّ,يحب,yuhibbu,yhb
ٱلْمُتَّقِينَ,المتقين,almuttaqeena,almtqyn
كَيْفَ,كيف,Kayfa,kyf
وَإِن,وان,wain,wan
يَظْهَرُوا,يظهروا,yathharoo,yzhrwa
عَلَيْكُمْ,عليكم,AAalaykum,alykm
لَا,لا,la,la
يَرْقُبُوا,يرقبوا,yarquboo,yrqbwa
فِيكُمْ,فيكم,feekum,fykm
إِلًّا,الا,illan,ala
وَلَا,ولا,wala,wla
ذِمَّةً,ذمه,thimmatan,dhmh
يُرْضُونَكُم,يرضونكم,yurdoonakum,yrdwnkm
بِأَفْوَٰهِهِمْ,بافواههم,biafwahihim,bafwahhm
وَتَأْبَىٰ,وتابيا,wataba,wtabya
قُلُوبُهُمْ,قلوبهم,quloobuhum,qlwbhm
وَأَكْثَرُهُمْ,واكثرهم,waaktharuhum,wakthrhm
فَٰسِقُونَ,فاسقون,fasiqoona,fasqwn
ٱشْتَرَوْا,اشتروا,Ishtaraw,ashtrwa
بِـَٔايَٰتِ,بايات,biayati,bayat
ٱللَّهِ,الله,Allahi,allh
ثَمَنًا,ثمنا,thamanan,thmna
قَلِيلًا,قليلا,qaleelan,qlyla
فَصَدُّوا,فصدوا,fasaddoo,fsdwa
عَن,عن,AAan,an
سَبِيلِهِٓ,سبيله,sabeelihi,sbylh
إِنَّهُمْ,انهم,innahum,anhm
سَآءَ,ساء,saa,saa
مَا,ما,ma,ma
كَانُوا,كانوا,kanoo,kanwa
يَعْمَلُونَ,يعملون,yaAAmaloona,yamlwn
لَا,لا,La,la
يَرْقُبُونَ,يرقبون,yarquboona,yrqbwn
فِى,في,fee,fy
مُؤْمِنٍ,مومن,muminin,mwmn
إِلًّا,الا,illan,ala
وَلَا,ولا,wala,wla
ذِمَّةً,ذمه,thimmatan,dhmh
وَأُولَٰٓئِكَ,واولايك,waolaika,wawlayk
هُمُ,هم,humu,hm
ٱلْمُعْتَدُونَ,المعتدون,almuAAtadoona,almatdwn
فَإِن,فان,Fain,fan
تَابُوا,تابوا,taboo,tabwa
وَأَقَامُوا,واقاموا,waaqamoo,waqamwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَءَاتَوُا,وءاتوا,waatawoo,waatwa
ٱلزَّكَوٰةَ,الزكواه,alzzakata,alzkwah
فَإِخْوَٰنُكُمْ,فاخوانكم,faikhwanukum,fakhwankm
فِى,في,fee,fy
ٱلدِّينِ,الدين,alddeeni,aldyn
وَنُفَصِّلُ,ونفصل,wanufassilu,wnfsl
ٱلْءَايَٰتِ,الءايات,alayati,alaayat
لِقَوْمٍ,لقوم,liqawmin,lqwm
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
وَإِن,وان,Wain,wan
نَّكَثُوٓا,نكثوا,nakathoo,nkthwa
أَيْمَٰنَهُم,ايمانهم,aymanahum,aymanhm
مِّن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
عَهْدِهِمْ,عهدهم,AAahdihim,ahdhm
وَطَعَنُوا,وطعنوا,wataAAanoo,wtanwa
فِى,في,fee,fy
دِينِكُمْ,دينكم,deenikum,dynkm
فَقَٰتِلُوٓا,فقاتلوا,faqatiloo,fqatlwa
أَئِمَّةَ,ايمه,aimmata,aymh
ٱلْكُفْرِ,الكفر,alkufri,alkfr
إِنَّهُمْ,انهم,innahum,anhm
لَآ,لا,la,la
أَيْمَٰنَ,ايمان,aymana,ayman
لَهُمْ,لهم,lahum,lhm
لَعَلَّهُمْ,لعلهم,laAAallahum,lalhm
يَنتَهُونَ,ينتهون,yantahoona,ynthwn
أَلَا,الا,Ala,ala
تُقَٰتِلُونَ,تقاتلون,tuqatiloona,tqatlwn
قَوْمًا,قوما,qawman,qwma
نَّكَثُوٓا,نكثوا,nakathoo,nkthwa
أَيْمَٰنَهُمْ,ايمانهم,aymanahum,aymanhm
وَهَمُّوا,وهموا,wahammoo,whmwa
بِإِخْرَاجِ,باخراج,biikhraji,bakhraj
ٱلرَّسُولِ,الرسول,alrrasooli,alrswl
وَهُم,وهم,wahum,whm
بَدَءُوكُمْ,بدءوكم,badaookum,bdawkm
أَوَّلَ,اول,awwala,awl
مَرَّةٍ,مره,marratin,mrh
أَتَخْشَوْنَهُمْ,اتخشونهم,atakhshawnahum,atkhshwnhm
فَٱللَّهُ,فالله,faAllahu,fallh
أَحَقُّ,احق,ahaqqu,ahq
أَن,ان,an,an
تَخْشَوْهُ,تخشوه,takhshawhu,tkhshwh
إِن,ان,in,an
كُنتُم,كنتم,kuntum,kntm
مُّؤْمِنِينَ,مومنين,mumineena,mwmnyn
قَٰتِلُوهُمْ,قاتلوهم,Qatiloohum,qatlwhm
يُعَذِّبْهُمُ,يعذبهم,yuAAaththibhumu,yadhbhm
ٱللَّهُ,الله,Allahu,allh
بِأَيْدِيكُمْ,بايديكم,biaydeekum,baydykm
وَيُخْزِهِمْ,ويخزهم,wayukhzihim,wykhzhm
وَيَنصُرْكُمْ,وينصركم,wayansurkum,wynsrkm
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
وَيَشْفِ,ويشف,wayashfi,wyshf
صُدُورَ,صدور,sudoora,sdwr
قَوْمٍ,قوم,qawmin,qwm
مُّؤْمِنِينَ,مومنين,mumineena,mwmnyn
وَيُذْهِبْ,ويذهب,Wayuthhib,wydhhb
غَيْظَ,غيظ,ghaytha,ghyz
قُلُوبِهِمْ,قلوبهم,quloobihim,qlwbhm
وَيَتُوبُ,ويتوب,wayatoobu,wytwb
ٱللَّهُ,الله,Allahu,allh
عَلَىٰ,عليا,AAala,alya
مَن,من,man,mn
يَشَآءُ,يشاء,yashao,yshaa
وَٱللَّهُ,والله,waAllahu,wallh
عَلِيمٌ,عليم,AAaleemun,alym
حَكِيمٌ,حكيم,hakeemun,hkym
أَمْ,ام,Am,am
حَسِبْتُمْ,حسبتم,hasibtum,hsbtm
أَن,ان,an,an
تُتْرَكُوا,تتركوا,tutrakoo,ttrkwa
وَلَمَّا,ولما,walamma,wlma
يَعْلَمِ,يعلم,yaAAlami,yalm
ٱللَّهُ,الله,Allahu,allh
ٱلَّذِينَ,الذين,allatheena,aldhyn
جَٰهَدُوا,جاهدوا,jahadoo,jahdwa
مِنكُمْ,منكم,minkum,mnkm
وَلَمْ,ولم,walam,wlm
يَتَّخِذُوا,يتخذوا,yattakhithoo,ytkhdhwa
مِن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
وَلَا,ولا,wala,wla
رَسُولِهِ,رسوله,rasoolihi,rswlh
وَلَا,ولا,wala,wla
ٱلْمُؤْمِنِينَ,المومنين,almumineena,almwmnyn
وَلِيجَةً,وليجه,waleejatan,wlyjh
وَٱللَّهُ,والله,waAllahu,wallh
خَبِيرٌ,خبير,khabeerun,khbyr
بِمَا,بما,bima,bma
تَعْمَلُونَ,تعملون,taAAmaloona,tamlwn
مَا,ما,Ma,ma
كَانَ,كان,kana,kan
لِلْمُشْرِكِينَ,للمشركين,lilmushrikeena,llmshrkyn
أَن,ان,an,an
